ngram,frequencia
fala elegia,1
elegia donne,1
donne olha,1
olha céu,2
céu tira,2
tira chapéu,2
chapéu fez,2
fez estrela,3
estrela nova,2
nova nasceu,2
nasceu traz,1
traz sorriso,1
sorriso novo,1
novo espacial,1
espacial fez,1
estrela artificial,1
artificial sei,1
sei agora,1
agora vida,1
vida deixa,1
deixa vã,1
vã pois,1
pois luz,1
luz avenida,1
avenida astro,1
astro manhã,1
manhã volta,1
volta campo,1
campo sol,1
sol poente,1
poente vem,1
vem dizer,1
dizer estrela,1
estrela diferente,1
diferente fez,1
fez trigo,1
trigo aparecer,1
aparecer olha,1
nasceu jorge,1
jorge joão,1
joão pois,1
pois outra,1
outra lua,1
lua balão,1
balão mora,1
mora oriente,1
oriente vai,1
vai incomodar,1
incomodar ver,1
ver ocidente,1
ocidente estrela,1
estrela quer,1
quer passar,1
passar abandono,1
abandono reino,1
reino ninguém,1
ninguém terra,1
terra dono,1
dono céu,1
céu ainda,1
ainda vem,1
vem deixa,1
deixa cansaço,1
cansaço apressa,1
apressa passo,1
passo vem,1
vem correndo,1
correndo pro,1
pro terraço,1
terraço abre,1
abre braços,2
braços espaço,1
espaço quiser,1
quiser deixar,1
deixar terra,1
terra vivemos,1
vivemos astros,1
astros onde,1
onde iremos,1
iremos vai,1
vai ouvir,1
ouvir ver,1
ver contar,1
contar tantas,1
tantas estrelas,1
estrelas quantas,1
quantas naves,1
naves noutros,1
noutros mares,1
mares suaves,1
suaves voar,1
voar voar,2
voar latino-américa,1
latino-américa libre,2
libre mamma,1
mamma africaribe,2
africaribe extra,1
extra cool,1
cool década,1
década decadência,1
decadência onda,1
onda blue,1
blue verde,1
verde violência,1
violência soul,1
soul sul,1
sul latino-américa,1
libre lundu,1
lundu mamma,1
africaribe quanto,1
quanto sol,1
sol mundo,1
mundo nu,1
nu breve,1
breve tou,1
tou greve,1
greve cansongs,1
cansongs portunhol,1
portunhol olha,1
olha dança,1
dança vingando,1
vingando esperança,1
esperança çá,1
çá çá,2
çá saia,1
saia roda,1
roda baixeza,1
baixeza crime,1
crime lesa-beleza,1
lesa-beleza armada,1
armada luz,2
luz papoula,2
papoula manhã,2
manhã desarmement,2
desarmement je,2
je chant,2
chant quelle,2
quelle etoile,2
etoile rouge,2
rouge en,2
en passant,2
passant allons,2
allons enfants,3
enfants alons,3
alons enfants,5
enfants tao,1
tao eterno,1
eterno tudo,1
vá pro,1
pro inferno,1
inferno folia,1
folia tão,1
tão moderno,1
moderno pierrot,1
pierrot le,1
le fou,1
fou anarquia,1
anarquia toque,1
toque deus,1
deus pan,1
pan new,1
new bossa,1
bossa cubanacán,1
cubanacán fortaleza,1
fortaleza flor,1
flor heavy,1
heavy leveza,1
leveza beijo,1
beijo noir-neon,1
noir-neon fã,1
fã armada,1
enfants allons,1
enfants desarmement,3
desarmement alons,2
desarmement desarmement,3
desarmement lembro,1
lembro bem,1
bem dia,1
dia cheguei,1
cheguei jovem,1
jovem desce,1
desce norte,1
norte cidade,1
grande pés,1
pés cansados,1
cansados feridos,1
feridos andar,1
andar légua,1
légua tirana,1
tirana lágrimas,1
lágrimas olhos,1
olhos ler,1
ler pessoa,1
pessoa ver,1
ver verde,1
verde cana,1
cana cada,1
cada esquina,1
esquina passava,1
passava guarda,1
guarda parava,1
parava pedia,1
pedia documentos,1
documentos sorria,1
sorria examinando,1
examinando 3x4,1
3x4 fotografia,1
fotografia estranhando,1
estranhando nome,1
nome lugar,1
onde vinha,1
vinha pois,1
pois pesa,1
pesa norte,1
norte lei,1
lei gravidade,1
gravidade disso,1
disso newton,1
newton sabia,1
sabia cai,1
cai sul,1
sul grande,1
grande cidade,1
cidade paulo,1
paulo violento,1
violento corre,1
corre rio,1
rio engana,1
engana copacabana,1
copacabana zona,1
zona norte,1
norte cabarés,1
cabarés lapa,1
lapa onde,1
onde morei,1
morei vivendo,1
vivendo assim,1
assim esqueci,1
esqueci amar,1
amar homem,1
homem mulher,1
mulher coração,1
coração gente,1
gente dar,1
dar mulher,1
mulher mulher,1
mulher amei,1
amei pôde,1
pôde seguir,1
seguir casos,1
casos família,1
família dinheiro,1
dinheiro nunca,1
nunca entendi,1
entendi bem,1
bem veloso,1
veloso sol,1
sol tão,1
tão bonito,1
bonito vem,1
vem norte,1
norte vai,1
vai viver,1
viver rua,1
rua noite,1
noite fria,1
fria ensinou,1
ensinou amar,1
amar dia,1
dia dor,1
dor descobri,1
descobri poder,1
poder alegria,1
alegria certeza,1
certeza coisas,1
coisas novas,3
novas coisas,1
novas dizer,1
dizer história,1
história talvez,2
talvez talvez,2
talvez igual,2
igual jovem,2
jovem desceu,2
desceu norte,2
norte sul,2
sul viveu,2
viveu rua,2
rua ficou,2
ficou desnorteado,2
desnorteado comum,2
comum tempo,4
tempo ficou,4
ficou desapontado,2
desapontado comum,2
ficou apaixonado,2
apaixonado violento,2
violento história,1
violento ouve,1
ouve agora,1
agora olhar,1
olhar lacrimoso,1
lacrimoso hoje,1
hoje trago,1
trago adoçava,1
adoçava pranto,1
pranto sono,1
sono bagaço,1
bagaço cana,1
cana engenho,1
engenho ganhava,1
ganhava mundo,1
deus fazendo,1
fazendo caminho,1
caminho fileiras,1
fileiras milho,1
milho verde,1
verde ondeia,1
ondeia saudade,1
saudade verde,1
verde marinho,1
marinho alegre,1
alegre rio,1
rio bicho,1
bicho bando,1
bando pardais,1
pardais galo,1
galo galos,1
galos noites,1
noites quintais,1
quintais veio,1
veio tempo,1
tempo negro,1
negro força,1
força fez,1
fez comigo,1
comigo mal,1
mal força,1
força sempre,1
sempre faz,1
faz feliz,1
feliz mudo,1
mudo hoje,1
hoje canto,1
canto lavrar,1
lavrar palavra,1
palavra pá,1
pá prepara,1
prepara pão,1
pão mar,1
mar virar,1
virar sertão,1
sertão palavra,1
palavra tão,2
tão humana,1
humana pão,1
pão canto,1
canto soar,1
soar palavrão,1
palavrão mostrará,1
mostrará anjo,1
anjo espada,1
espada mão,1
mão nesta,1
nesta terra,1
terra doutores,1
doutores magníficos,1
magníficos reitores,1
reitores leva-se,1
leva-se sério,1
sério comédia,1
comédia musa-pomba,1
musa-pomba espírito,1
espírito santo,2
santo bem,1
bem comum,1
comum inspira,1
inspira bispo,1
bispo governante,1
governante velhos,1
velhos católicos,1
católicos políticos,1
políticos jovens,1
jovens senhoras,1
senhoras idade,1
idade média,1
média pecado,1
pecado abaixo,1
abaixo equador,3
equador fazem,1
fazem falta,1
falta inveja,1
inveja inferno,1
inferno dante,1
dante tão,1
tão comum,1
comum tirar-se,1
tirar-se daqui,1
daqui qualquer,1
coisa tiraria,1
tiraria chapéu,1
chapéu vontade,1
vontade cidadãos,1
cidadãos respeitáveis,1
respeitáveis donos,1
donos vidas,1
vidas pais,1
pais patrões,1
patrões país,1
país vez,1
vez tiro,1
tiro lenço,1
lenço enxugar,1
enxugar portuguesmente,1
portuguesmente saudade,1
saudade saudar,1
saudar ciao,1
ciao expulsa,1
expulsa casa,1
casa dar,1
dar viva,1
viva excelência,1
excelência tapar,1
tapar nariz,1
nariz quero,1
contar vantagem,1
vantagem passei,1
passei fome,1
fome muita,1
muita elegância,1
elegância caras,1
caras estranhos,1
estranhos ordens,1
ordens superiores,1
superiores invadiram,1
invadiram casa,1
casa respeito,1
respeito diabo,1
diabo profissão,1
profissão ganhar,1
ganhar suor,1
suor gosto,1
gosto bendito,1
bendito pão,1
pão gim,1
gim crianças,1
crianças noblesse,1
noblesse oblige,1
oblige talvez,1
talvez cara,1
cara ama,1
ama odiar,1
odiar inimigo,1
inimigo peito,1
peito cá,1
cá casa,1
casa morre,1
morre torna,1
torna querido,1
querido tido,1
tido havido,1
havido justo,1
justo inocente,1
inocente pode,1
pode ir,1
ir tirando,1
tirando cavalo,1
cavalo chuva,1
chuva vou,1
vou nessa,1
nessa morrer,1
morrer agradar,1
agradar aluno,1
aluno mal,1
mal comportado,1
comportado regra,1
regra escoladevo,1
escoladevo reprovadosumariamente,1
reprovadosumariamente faz,1
faz mal,1
mal deixo,1
deixo louros,1
louros poeta,1
poeta lauras,1
lauras importa,1
importa quero,1
quero dinheiro,1
dinheiro fim,1
mês poeta,1
poeta idiota,1
idiota canções,1
canções tão,1
tão tocantes,1
tocantes dão,1
dão sempre,1
sempre nota,1
nota raramente,1
raramente vulgar,1
vulgar atentado,1
atentado moral,1
moral bons,1
bons costumes,1
costumes lapido,1
lapido diamantes,1
diamantes falsos,1
falsos brilhantes,1
brilhantes kitsch,1
kitsch elegante,1
elegante mente,1
mente elegantemente,1
elegantemente abre,1
abre alas,1
alas quero,1
quero passar,1
passar 's,1
's business,1
business like,1
like soul,1
soul business,1
business 's,1
's political,1
political solution,1
solution caros,1
caros estudantes,1
estudantes tá,1
tá todo,1
mundo comido,1
comido lavado,1
lavado passado,1
passado bronzeado,1
bronzeado ora,1
ora obrigado,1
obrigado venço,1
venço vida,1
vida ganho,1
ganho dinheiro,1
dinheiro pego,1
pego mulheres,1
mulheres faço,1
faço sucesso,1
sucesso velho,1
velho blues,1
blues diz,1
diz ateu,1
ateu devo,1
devo manter,1
manter modos,1
modos estiloréu,1
estiloréu confesso,1
confesso vão,1
vão glória,1
glória passar,1
passar cama,1
cama jesus,1
jesus ama,1
ama entendo,1
entendo nada,1
nada riscado,1
riscado toques,1
toques disco,1
disco beijes,1
beijes favor,1
favor professor,1
professor filosofia,1
filosofia dizia,1
dizia viveria,1
viveria sempre,1
sempre adolescente,1
adolescente hoje,1
hoje qualquer,1
qualquer mulher,1
mulher assim,1
assim abandona,1
abandona durão,1
durão sabendo,1
sabendo mente,1
mente desculpem,1
desculpem infelizmente,1
infelizmente prova,1
prova som,1
som amorde,1
amorde amor,2
amor amorde,1
amorde amorde,1
amor comedor,1
comedor hamburguer,1
hamburguer mascador,1
mascador chiclete,1
chiclete beberrão,1
beberrão keep,1
keep cooler,1
cooler vejam,1
vejam canivete,1
canivete onde,1
onde escola,1
escola broto,1
broto passa,1
passa gillette,1
gillette garotos,1
garotos clones,2
clones mutantes,2
mutantes mostrem,1
mostrem novo,1
novo topete,1
topete tal,1
tal usar,2
usar brilhantina,2
brilhantina país,2
país vaselina,2
vaselina cara,2
cara piche,2
piche chego,2
chego feito,2
feito pivete,2
pivete glória,2
glória sanduíche,2
sanduíche gente,1
gente fina,3
fina gentinha,1
gentinha rainha,1
rainha puxar,1
puxar tapete,1
tapete posso,1
posso entrar,1
entrar sala,1
sala vêm,1
vêm cassetete,1
cassetete kitsch,1
kitsch metropolitanus,1
metropolitanus moçada,1
moçada promete,1
promete garotos,1
mutantes gastar,1
gastar confete,1
confete tal,1
sanduíche hermano,1
hermano vida,5
vida es,7
es sueño,7
sueño hay,1
hay más,1
más nada,1
nada pedir,1
pedir detrás,1
detrás roto,1
roto en,1
en el,1
el viento,1
viento todo,1
todo el,1
el miedo,1
miedo vivir,1
vivir hermano,1
sueño ayude,1
ayude usted,1
usted sentir,1
sentir mi,1
mi amor,1
amor los,2
los humildes,1
humildes dejará,1
dejará mentir,1
mentir milonga,1
milonga vida,2
sueño los,1
los sordos,1
sordos habrán,1
habrán oír,1
oír hermano,1
sueño jamás,1
jamás caerá,1
caerá inerte,1
inerte duerme,1
duerme pierde,1
pierde tiempo,1
tiempo con,1
con gente,1
gente mala,1
mala suerte,1
suerte señor,1
señor seguro,1
seguro en,1
en las,1
las nubes,1
nubes habrá,1
habrá nada,1
nada lo,1
lo apriete,1
apriete así,1
así justa,1
justa prudencia,1
prudencia elige,1
elige amigo,1
amigo el,1
el más,1
más fuerte,1
fuerte milonga,1
sueño pero,1
pero sueño,1
sueño muerte,1
muerte en,1
en estos,1
estos tiempos,1
tiempos furia,1
furia verdad,1
verdad va,1
va mal,1
mal herida,1
herida los,1
los profetas,1
profetas predicando,1
predicando tierra,1
tierra prometida,1
prometida cuentan,1
cuentan un,1
un sello,1
sello plata,1
plata recompensa,1
recompensa subida,1
subida hermano,1
sueño libertad,1
libertad sin,1
sin medida,1
medida non,1
non sueña,1
sueña juntos,1
juntos desea,1
desea salida,1
salida hermano,1
sueño le,1
le estoy,1
estoy viendo,1
viendo venir,1
venir las,1
las ramblas,1
ramblas las,1
las plazas,1
plazas él,1
él ja,1
ja ha,1
ha repetir,1
repetir el,1
el gran,1
gran amor,1
los hombres,1
hombres aventura,1
aventura el,1
el sufrir,1
sufrir milonga,1
milonga venga,1
venga maldiga,1
maldiga los,1
los en,1
en viven,1
viven en,1
en subir,1
subir un,1
un río,1
río llamado,1
llamado pueblo,1
pueblo donde,1
donde rige,1
rige el,1
el porvenir,1
porvenir baby,1
baby enquanto,1
enquanto velho,1
velho mestre,1
mestre blues,1
blues radioativa,1
radioativa ondas,1
ondas sonoras,1
sonoras carro,1
carro tome,1
tome fósforo,1
fósforo gosto,1
gosto anjos,1
anjos acenda,1
acenda ultimo,1
ultimo cigarro,1
cigarro bêbado,1
bêbado deu,1
deu blues,1
blues lamente,1
lamente comigo,1
comigo tempos,1
tempos cínicos,1
cínicos cruéis,1
cruéis caubói,1
caubói delicado,1
delicado diz,1
diz lembra,1
lembra naquele,1
naquele tempo,1
tempo queria,1
queria tomar,2
tomar poder,2
poder mãe,1
mãe tomava,1
tomava comprimidos,1
comprimidos dormir,1
dormir proibido,1
proibido proibir,1
proibir ora,1
ora poder,1
poder humilhação,1
humilhação violência,1
violência querem,1
querem bacalhau,1
bacalhau vencedor,1
vencedor batatas,1
batatas troféu,1
troféu abacaxi,1
abacaxi falar,1
política meninos,1
meninos rua,1
rua sentem,1
sentem pele,1
pele verdade,1
crua nunca,1
nunca aconteceu,1
aconteceu marginal,1
marginal bem,1
bem sucedido,1
sucedido amante,1
amante anarquia,1
anarquia renegado,1
renegado causa,1
causa dose,1
dose amor,1
amor artigo,1
artigo sempre,1
sempre falta,1
falta cairia,1
cairia bem,1
bem mim,1
mim melhor,1
melhor droga,1
droga gim,1
gim lançado,1
lançado cartaz,1
cartaz procurado,1
procurado vira-lata,1
vira-lata mercado,1
mercado pata,1
pata esmagada,1
esmagada trem,1
trem fique,1
fique aqui,1
aqui dois,1
dois papo,1
papo amarelo,1
amarelo dor,1
dor rima,1
rima conversa,1
conversa mole,1
mole amor,1
amor pois,1
pois sabe,1
sabe prefiro,1
prefiro inocência,1
inocência sexo,1
sexo pureza,1
pureza paixão,1
paixão amor,1
amor tédio,1
tédio solidão,1
solidão diria,1
diria ontem,1
ontem noite,1
noite cama,2
cama senti,1
senti arrasado,1
arrasado chamando,1
chamando idiota,1
idiota bandido,1
bandido canalha,1
canalha indecente,1
indecente transviado,1
transviado machão,1
machão enquanto,1
enquanto senhoras,1
senhoras senhores,1
senhores viram,1
viram jogo,1
jogo contra,1
contra põem,1
põem mundo,1
mundo favor,1
favor horror,1
horror conversação,1
conversação marginais,1
marginais sobre,1
sobre terra,1
terra devastada,1
devastada meio,1
meio guerra,1
civil desde,1
desde cabral,1
cabral brasil,1
brasil brasil,1
brasil guardo-lhe,1
guardo-lhe presente,1
presente modo,1
modo masculino,1
masculino raro,1
raro fino,1
fino trovador,1
trovador eletrônico,1
eletrônico anjo,1
anjo torto,2
torto ciberneticamente,1
ciberneticamente mil,1
mil baby,1
baby tudo,2
tudo vai,2
vai dar,2
dar pé,2
pé sabe,2
sabe sei,2
sei problema,2
problema sim,2
sim dê,2
dê mão,2
mão igual,2
igual coração,2
coração amasso,1
amasso apertado,1
apertado beijo,1
escandalizado daqueles,2
daqueles cinema,2
cinema baby,1
coração need,1
need love,1
love amasso,1
amasso apertado-,1
apertado- cor,1
cor pecado,1
pecado beijo,1
cinema filhos,1
filhos bob,1
bob dylan,1
dylan clientes,1
clientes coca-cola,1
coca-cola fugimos,1
fugimos escola,1
escola voltamos,1
voltamos todos,1
todos casa,1
casa queria,1
queria mandar,1
mandar brasa,1
brasa outro,1
outro pedra,1
pedra rola,1
rola daí,1
daí money,1
money entra,1
entra cena,1
cena arrasa,1
arrasa adeus,1
adeus caras,1
caras bons,1
bons bola,1
bola mamãe,1
mamãe pôde,1
pôde acontecer,1
acontecer coração-lobo,1
coração-lobo mau,1
mau aguenta,1
aguenta andarmos,1
andarmos apressados,1
apressados deu,1
deu chegar,1
chegar atrasados,1
atrasados fim,1
fim anos,1
anos cinquenta,1
cinquenta pai,1
pai aprova,1
aprova faço,1
faço tampouco,1
tampouco aprovo,1
aprovo filho,1
filho fez,1
fez sangue,1
sangue veias,1
veias nervos,1
nervos aço,1
aço rejeito,1
rejeito abraço,1
abraço dá,1
dá mês,1
mês ê,1
ê mê,1
mê q,1
q q,7
q máquina,1
máquina máquina,25
máquina medo,1
medo avião,3
avião segurei,3
segurei primeira,3
primeira vez,4
vez mão,3
mão gole,1
gole conhaque,1
conhaque toque,1
toque cetim,1
cetim coisa,1
coisa adolescente,1
adolescente james,1
james dean,1
dean medo,1
mão fico,1
fico nervoso,1
nervoso grita,1
grita aeromoça,1
aeromoça sexy,1
sexy fica,1
fica bonita,1
bonita medo,1
mão agora,1
agora ficou,2
ficou fácil,2
fácil todo,2
mundo compreende,2
compreende toque,2
toque beatle,3
beatle wan,3
wan hold,3
hold hand,3
hand agora,1
hand toque,1
hand yeeeh,1
yeeeh cordial,1
cordial brasileiro,1
brasileiro sujeito,1
sujeito conta,1
conta quanto,1
quanto contente,1
contente quente,1
quente sorri,1
sorri dente,1
dente leito,1
leito sulamericanamente,1
sulamericanamente senhor,1
senhor perdoa,1
perdoa entrar,1
entrar boa,1
boa perder,1
perder sempre,1
sempre esportiva,1
esportiva frente,1
frente gente,1
gente indecente,1
indecente come,1
come drome,1
drome consente,1
consente cala,1
cala logo,1
logo viva,1
viva vivo,1
vivo sei,1
sei porque,1
porque posso,1
posso sangrar,1
sangrar vendo,1
vendo escuro,1
escuro dizer,1
dizer sol,1
sol vai,1
vai brilhar,1
brilhar com/contra,1
com/contra dá,2
dá duro,2
duro dedo,2
dedo cara,2
cara mandando,2
mandando calar,2
calar menina,1
menina ainda,1
ainda cigarro,1
cigarro posso,1
posso dar,1
dar menina,1
menina grama,1
grama sempre,1
sempre verde,1
verde quero,1
quero pisar,1
pisar menina,1
menina estrela,1
estrela norte,2
norte saiu,1
saiu lugar,1
lugar menina,1
menina asa,1
asa branca,1
branca assum,1
assum preto,1
preto sertão,1
sertão virou,1
virou mar,1
mar menina,1
menina show,1
começou bom,2
bom atrasar,2
atrasar menina,1
menina proibida,1
proibida entrada,2
entrada quero,1
falar com/contra,1
calar pecado,1
pecado nativo,1
nativo simplesmente,1
simplesmente estar,1
vivo querer,1
querer respirar,1
respirar nome,1
nome legião,1
legião cidadão,1
cidadão comum,2
comum nome,1
nome cem,1
cem claro,1
claro ainda,1
ainda noite,1
noite força,1
força falo,1
falo tudo,1
tudo bem,1
bem pobre,1
pobre dorme,1
dorme calçada,1
calçada dizem,1
dizem madrugada,1
madrugada sol,1
vem amigo,1
amigo saiu,1
saiu ver,1
ver lua,1
lua jaz,1
jaz anônimo,1
anônimo rua,1
rua fatal,1
fatal tarde,1
tarde sempre,1
sempre amiga,1
amiga lei,1
lei homens,1
homens obriga,1
obriga normal,1
normal vivo,1
vivo comovido,1
comovido dizem,1
dizem bandido,1
bandido marginal,1
marginal parque,1
parque tranquilo,1
tranquilo deserto,1
deserto pois,1
pois homens,1
homens perto,1
perto cantei,1
cantei diga,1
diga sublime,1
sublime falar,1
falar amor,1
amor crime,1
crime baby,1
baby sei,1
sei todo,1
todo sangue,1
sangue nada,1
nada cor,1
cor madrugada,1
madrugada contra,1
contra lei,1
lei todo,1
mundo sabe/todo,1
sabe/todo mundo,1
mundo vê,1
vê sido,1
sido amigo,1
amigo ralé,1
ralé rua,1
rua bebe,1
bebe esquecer,1
esquecer gente,1
gente fraca,1
fraca pobre,1
pobre víl,1
víl dorme,1
dorme sob,1
luzes avenida,1
avenida humilhada,1
humilhada ofendida,1
ofendida grandezas,1
grandezas brasil,1
brasil joga,1
joga miséria,1
miséria esportiva,1
esportiva pensando,1
pensando voltar,1
voltar viva,1
viva pro,1
sertão onde,1
onde saiu,1
saiu todo,1
mundo sabe,1
sabe principalmente,1
principalmente bom,1
deus tudo,1
tudo vê,1
vê homens,1
homens vão,1
vão dizer,1
dizer vida,1
vida dura,1
dura incompleta,1
incompleta fez,1
fez guerra,1
guerra quer,1
quer vestibular,1
vestibular carteira,1
carteira terceira,1
terceira fez,1
fez serviço,1
militar amassa,1
amassa pão,2
pão poesia,1
poesia limpeza,1
limpeza alegria,1
alegria contra,1
contra lixo,1
lixo nuclear,1
nuclear metrópole,1
metrópole coração,1
coração pode,1
pode parar,1
parar pode,1
pode sangrar,1
sangrar eternamente,1
eternamente ta,1
ta faltando,1
faltando emprego,1
emprego neste,1
neste lugar,1
lugar sossego,1
sossego quero,1
quero trabalhar,1
trabalhar pensei,1
pensei passar,1
passar fronteira,1
fronteira vou,1
vou paulo,1
paulo rio,1
rio eldorados,1
eldorados além-mar,1
além-mar estrada,1
estrela vai,1
vai andar,1
andar bom,1
bom lua,1
lua branca,1
branca cristão,1
cristão andando,1
andando pé,1
pé bom,1
bom bom,1
bom pés,1
pés riacho,1
riacho água,1
água fresca,2
fresca senhor,1
senhor vou,1
pro norte/,1
norte/ semana,1
semana vem,1
vem deus,1
deus deu,2
deu sorte/,1
sorte/ porém,1
porém deu,1
deu grana/,1
grana/ pagar,1
pagar trem,1
trem novo,1
novo novo,26
novo passarim,1
passarim ninho,1
ninho tudo,1
tudo envelheceu,1
envelheceu cobra,1
cobra buraco,1
buraco palavra,1
palavra morreu,1
morreu vivo,1
vivo diga,1
diga novo,6
novo diga,6
diga diga,2
diga velas,1
velas mucuripe,3
mucuripe vão,3
vão sair,3
sair pescar,3
pescar vou,3
vou mandar,2
mandar mágoas,2
mágoas pras,3
pras águas,3
águas fundas,3
fundas mar,3
mar hoje,3
hoje noite,3
noite namorar,3
namorar medo,3
medo saudade,3
saudade vontade,3
vontade casar,3
casar velas,1
casar calça,2
calça nova,2
nova riscado,2
riscado paletó,2
paletó linho,2
linho branco,2
branco mês,2
mês passado,2
passado campo,2
campo inda,2
inda flor,2
flor sob,2
sob chapéu,2
chapéu quebrado,2
quebrado sorriso,2
sorriso ingênuo,2
ingênuo franco,2
franco rapaz,2
rapaz novo,1
novo encantado,1
encantado vinte,2
vinte anos,2
anos amor,2
amor estrela,2
estrela vida,4
vida vento,4
vento vela,4
vela leva-me,4
leva-me daqui,4
daqui estrela,2
daqui velas,1
vou levar,1
levar mágoas,1
rapaz moço,1
moço encantado,1
daqui centro,1
centro sala,1
sala diante,1
diante mesa,1
mesa fundo,1
fundo prato,1
prato comida,1
comida tristeza,1
tristeza gente,1
gente olha,1
olha toca,1
toca cala,1
cala desentende,1
desentende instante,1
instante fala,1
fala medo,1
medo medo,19
medo cada,1
cada guarda,1
guarda segredo,1
segredo mão,1
mão fechada,1
fechada boca,1
boca aberta,1
aberta peito,1
peito deserto,1
deserto mão,1
mão parada,1
parada lacrada,1
lacrada selada,1
selada molhada,1
molhada medo,1
medo pai,2
pai cabeceira,1
cabeceira hora,1
hora almoço,3
almoço mãe,1
mãe chama,1
chama hora,1
almoço irmã,1
irmã nova,1
nova negra,1
negra cabeleira,1
cabeleira avó,1
avó reclama,1
reclama hora,1
almoço ei,1
ei moço,1
moço inda,1
inda bem,1
bem moço,1
moço tanta,1
tanta tristeza,1
tristeza deixemos,1
deixemos coisas,1
coisas cuidemos,1
cuidemos vida,1
vida senão,1
senão chega,1
chega morte,1
morte coisa,1
coisa parecida,7
parecida arrasta,1
arrasta moço,1
moço visto,1
visto vida,1
vida coisa,1
parecida coisa,4
parecida aparecida,2
aparecida coisa,1
aparecida nada,1
nada viver,11
viver nada,5
viver repente,5
repente nada,3
repente alegria,1
alegria beleza,1
beleza certeza,1
certeza viveria,1
viveria nessa,1
nessa cor,1
cor moça,1
moça usa,1
usa além,1
além blusa,1
blusa quero,1
quero viver,1
amar prazer,4
prazer dizer,4
dizer palavrão,4
palavrão palavra,4
palavra tentação,1
tentação amar,1
palavra coração,1
coração nada,1
viver comover,1
comover comover,1
comover nada,1
repente vida,1
vida acontecer,1
acontecer tão,1
tão bonita,1
bonita mocidade,1
mocidade palavra,1
palavra independente,1
independente corpo,1
corpo sente,1
sente sabe,1
sabe fazer,1
fazer amar,1
palavra sensação,1
sensação amar,1
palavra senão,1
senão nada,1
nada ver,1
ver tão,1
tão contente,1
contente cante,1
cante vitória,1
vitória cedo,1
cedo leve,1
leve flores,1
flores cova,1
cova inimigo,1
inimigo lágrimas,1
lágrimas jovem,1
jovem fortes,1
fortes segredo,1
segredo podem,1
podem fazer,1
fazer renascer,1
renascer mal,1
mal antigo,1
antigo tudo,1
tudo poderia,1
poderia mudado,1
mudado sim,1
sim trabalho,1
trabalho fizemos,1
fizemos dinheiro,1
dinheiro cruel,1
cruel vento,1
vento forte,1
forte levou,1
levou amigos,1
amigos longe,1
longe conversas,1
conversas cafés,1
cafés abrigos,1
abrigos esperança,1
esperança jovens,1
jovens aconteceu,1
aconteceu palavra,1
palavra som,1
som caminhos,1
caminhos livre,1
livre sigo,1
sigo sim,1
sim faço,1
faço destino,1
destino suor,1
suor mão,1
mão bebi,1
bebi conversei,1
conversei amigos,1
amigos redor,1
redor mesa,1
mesa deixei,1
deixei cigarro,1
cigarro apagar,2
apagar tristeza,2
tristeza sempre,1
sempre dia,1
dia ironia,1
ironia coração,1
coração falado,1
falado garota,1
garota bem,1
bem difícil,1
difícil saber,1
saber acontecerá,1
acontecerá agradeço,1
agradeço tempo,1
tempo inimigo,1
inimigo conheço,1
conheço sei,1
sei nome,1
nome sei,1
sei rosto,1
rosto residência,1
residência endereço,1
endereço voz,1
voz resiste,2
resiste fala,2
fala insiste,2
insiste ouvirá,1
ouvirá voz,1
insiste viver,1
viver verá,1
verá guerra,1
guerra guerra,1
guerra paz,2
paz fez,1
fez terra,1
terra mãe,1
mãe mortais,1
mortais certo,1
certo vida,1
vida demais,1
demais feita,1
feita deserto,1
deserto rolarás,1
rolarás terra,1
terra senhores,1
senhores sentam,1
sentam mesa,1
mesa decidem,1
decidem negociações,1
negociações estúpidos,1
estúpidos idiotas,1
idiotas política,1
política dólares,1
dólares tanques,1
tanques mísseis,1
mísseis coração,1
coração tropical,1
tropical agüenta,1
agüenta cruzeiro,1
cruzeiro sul,1
sul orienta,1
orienta certo,1
certo gás,1
gás dom,1
dom viver,1
viver perto,1
perto animais,1
animais terra,1
terra atrais,1
atrais traz,1
traz ti,1
ti erra,1
erra maior,1
maior jazz,1
jazz vez,1
vez cara,1
cara interior,1
interior vida,1
vida boa,1
boa água,1
fresca tudo,1
tudo rádio,1
rádio notícia,1
notícia terra,1
terra civilizada,1
civilizada entram,1
entram ar,1
ar passarada,1
passarada adeus,1
adeus paz,1
paz agora,1
agora vencer,1
vencer vida,2
vida bilhete,1
bilhete ida,1
ida fazenda,1
fazenda pro,1
pro mundão,1
mundão seguir,1
seguir mulher,1
mulher filho,1
filho brilho,1
brilho cruel,1
cruel trilho,1
trilho trem,1
trem sai,2
sai sertão,1
sertão acreditou,1
acreditou sonho,1
sonho cidade,1
enfim mandou,1
mandou dia,1
dia vindo,1
vindo viu,1
viu perdeu,1
perdeu indo,1
indo parar,1
parar desgraça,1
desgraça delegacia,1
delegacia lido,1
corrido relembra,1
relembra ditado,1
ditado esquecido,1
esquecido antes,1
antes tudo,1
tudo forte,1
forte fé,1
fé deus,1
deus dia,1
dia ganha,1
ganha loteria,1
loteria voltar,1
pro norte,1
norte ainda,1
ainda ouvia,2
ouvia sabiá,1
sabiá jaci,1
jaci sabia,1
sabia assobiava,1
assobiava índio,1
índio ia,2
ia indo,2
indo inocente,2
inocente nu,2
nu cauim,1
cauim ninguém,1
ninguém sentia,1
sentia essência,1
essência caju,1
caju navegavam,1
